criticality,defect_severity,asset_criticality,failure_consequence,deferral_history,mandatory,duration_minutes,restoration_minutes,power_isolation,snt_disconnection,department_risk,window_hours,traffic_block,failure_after_deferral,safety_escalation,emergency_intervention,disruption_minutes,maintenance_effectiveness,outcome_risk_score
4,3,5,5,3,0,180,20,0,0,0.72,12.0,0,1,0,0,84.22267406251137,0.7027897423575709,0.4169531674099776
5,1,2,2,7,1,45,60,0,0,0.82,24.0,0,0,0,0,23.612649987807607,0.6745506920653039,0.038523218213967134
4,1,5,1,0,0,30,20,0,1,0.72,96.0,1,0,0,1,61.64482235192972,0.766004364616665,0.24747624271145327
5,3,1,5,7,1,45,45,0,0,0.72,1.5,1,0,1,0,78.76420506114106,0.521384273159508,0.3260125709195951
2,1,3,3,5,0,180,15,1,1,0.86,8.0,1,0,1,1,66.50925860031509,0.6587103829146528,0.4982297789295177
5,2,4,3,8,0,180,0,0,1,0.72,48.0,1,0,1,0,143.57960479885773,0.6070680430235487,0.3632249735209234
1,5,1,5,1,0,180,15,0,1,0.86,3.0,1,1,1,1,149.40216655340512,0.8869335824193171,0.8775160935995846
3,2,3,3,3,1,60,30,0,0,0.82,2.0,1,0,0,0,37.63431642824497,0.7789870250656705,0.04056045253089971
1,2,4,3,4,1,30,10,1,0,0.86,24.0,1,0,0,0,80.4985352178098,0.8358178712421256,0.06515843915825775
3,1,4,4,2,1,45,45,0,0,0.72,8.0,1,0,0,1,188.67604928474495,0.566438576282933,0.3461333325166913
1,3,5,3,2,1,60,30,0,0,0.86,2.0,1,1,0,1,13.755205974415553,0.7367554494803403,0.5575972558526532
1,1,5,5,8,1,75,30,0,0,0.72,8.0,1,1,0,1,82.1940973964407,0.7503417972496459,0.6022721391234853
4,2,5,1,5,1,120,10,0,0,0.86,8.0,0,0,0,0,84.5883651490756,0.661658930951028,0.08007611826614511
3,3,4,4,8,1,75,45,0,0,0.86,72.0,1,1,0,1,140.66979934905618,0.68616589966321,0.6457482532562794
5,5,5,2,5,0,30,45,1,1,0.82,1.5,1,1,0,1,72.66907643172503,0.554099239826082,0.6096591041666577
4,4,2,4,7,1,30,20,0,0,0.72,96.0,1,1,1,1,116.00089832972071,0.5931710420231812,0.8758119592781911
5,4,3,1,0,1,120,15,0,0,0.86,3.0,0,0,0,0,64.36125152402273,0.7925282957976896,0.05743052031017688
5,3,5,4,6,1,180,45,0,0,0.86,72.0,0,1,0,0,161.78483816655375,0.5423362860912093,0.4798930187513179
1,4,1,2,3,1,60,30,0,0,0.82,2.0,1,1,0,0,75.6805820503851,0.6311949905570938,0.4162700720279269
3,3,3,5,0,1,150,0,1,1,0.72,3.0,1,0,1,1,8.208466411423506,0.5846478580316377,0.46454696087873437
4,3,5,1,4,0,75,15,1,0,0.72,8.0,1,1,0,1,39.07885833643713,0.7855784076989799,0.5710620836853629
2,4,3,3,0,0,30,10,0,0,0.86,4.0,1,1,0,1,13.872010818111747,0.6988908118678798,0.560325650381323
4,5,4,5,6,1,150,15,0,1,0.72,8.0,0,1,0,1,179.0927841198046,0.6126538984552761,0.6765094165213338
4,2,4,5,6,1,60,0,0,0,0.86,8.0,1,1,1,1,66.07604020656576,0.39204527899667296,0.8566075239412767
3,1,3,1,7,1,180,60,0,0,0.82,24.0,1,1,0,1,33.70336317613478,0.6918309156910909,0.5740407446857134
3,3,3,5,1,0,90,20,1,1,0.72,1.5,1,1,0,0,70.6435480386867,0.6843126804682554,0.40919381105968
1,4,4,5,6,0,150,0,0,0,0.82,12.0,0,1,0,0,106.82763762623941,0.7397397169888144,0.4294366448949426
5,2,1,1,6,0,150,0,0,0,0.82,8.0,1,1,0,0,44.823107104406446,0.7072648387198189,0.3903735326925503
3,2,3,2,7,1,150,20,1,0,0.72,12.0,1,0,0,1,121.00720409258571,0.819099735089358,0.2833344879388021
2,3,2,2,2,0,45,10,0,0,0.86,12.0,1,1,0,0,75.5919453547179,0.914753741778988,0.3963618683119495
2,5,5,5,5,0,90,10,1,0,0.86,4.0,0,1,1,1,42.09659876987567,0.601978727221648,0.8259258882744017
4,4,2,5,1,0,60,30,1,0,0.86,3.0,1,0,1,1,115.71884048106065,0.6754994314504432,0.5298609334525094
3,4,4,3,0,0,60,20,1,0,0.82,8.0,1,1,1,1,198.48561767117525,0.5747056226180633,0.9320943515308524
3,3,2,1,0,1,75,0,0,1,0.72,12.0,1,0,0,0,26.699739746928877,0.7153118252529717,0.03772799873024457
1,5,5,3,8,0,90,45,0,1,0.82,3.0,1,1,0,0,59.31005713483934,0.6619312726373898,0.4032048490052756
2,4,3,2,7,1,75,20,0,1,0.72,48.0,1,1,1,0,16.049387972541478,0.7549474035374958,0.6078532737340697
2,1,1,2,8,0,45,15,0,0,0.82,96.0,1,0,0,0,91.35925615937526,0.7139666187972776,0.08092850745710742
4,5,2,5,0,0,150,30,0,0,0.82,48.0,1,1,0,1,30.039546538924288,0.5275981686621535,0.5830944925529321
3,3,5,2,4,0,150,0,0,0,0.86,96.0,1,0,1,0,92.75993721084039,0.5648133784204624,0.3323030216511279
3,2,3,4,7,0,30,10,0,0,0.82,12.0,1,1,1,0,75.05560971998138,0.6305456894941611,0.6558988748820631
5,4,3,1,3,1,90,0,0,0,0.82,2.0,1,1,0,1,33.14658712987346,0.8588325601873938,0.5619794455401315
5,3,2,2,6,1,60,15,1,1,0.72,96.0,1,0,0,1,29.429501608752332,0.643493468823914,0.23457512492149427
2,1,3,1,6,1,150,15,0,0,0.82,2.0,1,1,0,0,48.26895746442648,0.7414160710698059,0.3902801800013979
3,3,5,5,7,1,90,60,0,0,0.86,24.0,1,1,0,1,95.50527135258787,0.5567626153978544,0.6246967978238754
2,2,4,3,4,1,75,60,1,0,0.82,4.0,1,1,0,0,30.956519171247677,0.6532762795847225,0.3849083398765679
4,4,2,4,8,1,150,15,1,0,0.82,1.5,1,0,1,0,5.56222820407404,0.5290642221156555,0.27667365658795345
4,4,1,4,3,1,60,10,0,0,0.82,3.0,1,1,1,0,46.13389143511472,0.6405365755400488,0.6359183673356065
2,5,2,4,0,1,150,15,1,0,0.86,12.0,0,1,1,0,112.77443699224148,0.7390266881328273,0.6734510898255298
3,3,5,1,3,0,150,60,0,1,0.86,24.0,1,1,1,0,240.0,0.6049090544440527,0.7676563661889164
1,5,1,2,7,1,180,30,0,1,0.82,72.0,0,1,0,1,23.33207615031249,0.6557405735231604,0.5696528772869205
4,2,3,3,5,1,90,0,0,0,0.86,3.0,1,1,0,1,25.798102202766437,0.7690449589597236,0.5633655876746637
5,4,1,5,6,1,180,30,0,0,0.72,72.0,1,1,1,1,31.229850515346563,0.6037662286456751,0.8185562643383671
5,5,2,5,8,0,30,45,0,1,0.86,72.0,1,1,1,0,97.5657639524157,0.5399508371824178,0.6772472840321746
3,4,1,4,1,1,60,60,0,0,0.72,3.0,1,0,1,0,70.32921303727393,0.5768932984309467,0.31650361113468306
5,1,2,2,8,0,180,30,0,1,0.82,8.0,1,1,0,1,190.78131012076565,0.7421993356174087,0.6752335865872919
1,1,2,2,5,0,75,15,0,1,0.82,8.0,1,0,1,1,12.426738000737698,0.6565907343585936,0.46232314059539026
5,2,5,2,6,0,30,15,0,0,0.82,24.0,1,1,1,1,66.80604248612117,0.726935287239205,0.8336518915506698
4,1,5,1,8,1,60,60,1,0,0.82,96.0,0,1,1,1,13.729673096741628,0.8231268231372181,0.7915342377782224
2,5,5,2,0,1,75,10,0,0,0.86,96.0,1,1,0,1,118.20569907297067,0.7639021456618502,0.625330649185651
4,2,5,4,8,1,150,60,0,1,0.72,96.0,1,1,0,0,80.95683909699588,0.627882152184228,0.420019475411768
2,4,4,5,5,0,90,20,0,0,0.82,2.0,1,1,0,1,117.70839215317075,0.6176932729371469,0.6352337323298469
2,3,3,4,2,0,150,30,0,0,0.86,72.0,1,1,0,1,19.496623253893883,0.6691660811418563,0.5661561231559994
2,5,1,3,7,1,30,0,1,1,0.72,96.0,1,1,0,1,123.69392018484325,0.4833580841567648,0.6486275475655886
5,4,5,2,8,0,120,45,0,0,0.82,12.0,1,0,0,0,51.91436540778335,0.7881232487237875,0.04944094952785712
1,2,1,5,1,0,180,20,0,1,0.72,24.0,0,1,0,0,18.636152379638148,0.7193351639502767,0.3720706401099061
2,5,3,2,2,1,180,30,0,0,0.86,3.0,1,1,0,1,46.19579649927817,0.8395932800961587,0.5720256680594544
3,5,2,3,8,0,30,60,0,0,0.82,8.0,1,1,0,0,51.94269272430539,0.5410391608520823,0.40675572055655784
4,2,4,2,7,1,120,20,0,0,0.82,72.0,1,1,0,1,34.66855107869333,0.6354800284092149,0.5786287653971506
2,3,2,5,8,0,90,10,0,0,0.86,1.5,1,1,0,0,41.898131426725485,0.6314936232253652,0.39372753399204147
5,5,4,2,7,1,180,15,0,1,0.86,1.5,1,1,1,1,164.19571992489628,0.47551960745593513,0.9161774407613488
2,3,4,3,5,1,180,0,0,0,0.86,2.0,1,1,0,1,66.61123778699951,0.4227670969060269,0.6148137950745778
4,5,1,1,8,0,45,60,0,1,0.72,12.0,1,1,0,0,79.33204320137898,0.3785911688747428,0.4363866469796873
3,3,3,2,3,1,150,45,1,0,0.82,12.0,1,1,0,1,76.8338173139949,0.7152177330112677,0.6011573035652079
1,4,3,2,5,1,90,20,0,0,0.72,3.0,1,1,0,0,67.63636780712248,0.6138942730412792,0.4121183127585255
3,3,2,4,1,1,120,45,1,0,0.72,12.0,1,1,1,0,20.795656804466915,0.6378974008627496,0.6192109531425856
3,3,4,5,2,0,180,45,0,0,0.72,2.0,1,1,1,1,79.14607742068792,0.6085398760130821,0.8501662602928762
3,1,2,4,3,0,180,20,0,0,0.82,1.5,1,1,0,1,67.9540606745609,0.7300589331596553,0.5941985817951981
5,3,3,5,5,1,120,20,0,0,0.82,1.5,1,1,1,1,185.48428041869695,0.5551984342168478,0.9247922965506186
5,1,1,2,4,0,60,30,0,1,0.82,96.0,1,0,0,0,101.35703290254128,0.7553689152895934,0.08469553119808931
1,1,5,2,3,0,60,15,0,0,0.82,12.0,0,0,1,0,46.96034946723393,0.6657463927724636,0.2947046521507502
3,1,2,2,4,0,75,15,0,0,0.86,24.0,1,1,0,0,100.21854184912546,0.7642635946531594,0.4233139096070292
3,5,3,3,4,1,45,0,0,0,0.82,48.0,0,1,0,0,65.24642562327695,0.43939714673745206,0.42273981681056305
4,5,5,4,2,0,75,0,0,1,0.72,12.0,1,1,0,1,152.13056001099366,0.7205231531188393,0.6509837526223438
4,1,3,4,5,1,30,30,1,0,0.72,72.0,1,0,1,0,42.87960309862287,0.790495732943967,0.2832517007596709
3,1,3,2,4,1,90,15,0,1,0.86,8.0,1,1,1,0,36.19433828911324,0.9154705671471924,0.6100466191591054
1,1,5,5,2,1,45,30,0,0,0.86,1.5,1,1,0,0,82.81600579343089,0.5571508983078494,0.4262101076474045
1,1,3,5,6,1,75,15,1,0,0.82,3.0,1,1,0,0,154.230846961779,0.6751563275511614,0.46555962171260473
4,4,5,3,0,0,45,0,1,0,0.72,24.0,0,1,1,0,56.29635103450438,0.7179452723293909,0.6372747316266123
3,3,1,2,8,1,30,20,0,1,0.82,4.0,0,1,0,1,45.52579786033224,0.6058308545630384,0.5879423720874756
4,1,2,2,3,0,180,45,0,0,0.86,3.0,1,1,0,0,41.56578938262738,0.7976344718837877,0.3818761132232198
2,5,3,3,4,1,30,15,1,0,0.86,72.0,1,1,0,0,83.2319216094566,0.5437662548841931,0.4274243098977442
3,3,4,1,4,1,45,30,0,0,0.86,2.0,1,0,0,1,57.22340339501224,0.8384802412001197,0.23945531871266645
2,2,4,3,3,1,180,30,1,1,0.72,1.5,1,1,1,1,160.26797993981572,0.716930565457298,0.8966601803778663
5,5,2,1,5,1,150,60,0,1,0.86,2.0,1,1,0,0,45.462646351480245,0.6048373716909002,0.39796981488262384
1,1,3,2,5,0,60,20,1,1,0.82,8.0,1,0,1,0,50.30739853127196,0.6465709025059642,0.29827830251209714
2,2,5,4,6,1,30,20,0,0,0.72,2.0,1,1,1,0,19.11601233890957,0.5608441267737433,0.6234849193517777
4,1,5,4,3,0,75,10,0,0,0.86,4.0,1,0,0,1,85.30015734752108,0.5974300817078143,0.27504666584546705
1,5,1,3,8,1,60,45,0,1,0.86,2.0,1,0,0,1,57.2342101613085,0.5305950190476325,0.26101448877420474
4,5,2,2,2,1,120,0,0,0,0.86,3.0,1,1,1,0,45.12323887200691,0.6948841435000164,0.6314402692030036
4,5,1,1,0,1,90,45,0,0,0.86,3.0,1,1,0,1,68.40489132768406,0.7403033237655545,0.5937820282215339
5,4,4,4,7,1,90,15,0,0,0.82,24.0,1,1,1,0,83.14173650825211,0.6748948170622007,0.6581851871444808
3,4,4,2,5,1,60,30,0,0,0.72,48.0,1,1,1,0,41.36416098528731,0.6876970487925131,0.629437313908049
4,4,4,2,3,1,120,10,0,0,0.72,4.0,1,1,0,0,36.766258843520866,0.38375188931146853,0.40764820697721116
5,3,1,4,4,1,45,45,0,0,0.86,8.0,1,1,1,0,23.35374746951169,0.7380062256745042,0.6139087291824592
2,5,1,2,4,0,180,0,0,0,0.72,96.0,1,0,0,0,77.96497500082545,0.6192526138364295,0.07862896703200023
5,1,1,1,5,1,180,10,0,1,0.86,12.0,1,1,0,1,52.234338364489766,0.8479683026552147,0.5754651110571282
3,3,3,4,3,0,60,60,0,1,0.86,8.0,1,0,1,1,83.232861631914,0.5133881591793928,0.5195514032787185
3,1,3,4,0,1,120,60,0,0,0.82,1.5,1,1,1,1,11.046782585205168,0.9469710545166184,0.7810765479073069
5,1,1,5,4,0,45,20,0,1,0.82,48.0,1,1,1,0,30.57335557163707,0.6789141240932028,0.6228582483612339
1,2,3,3,3,0,45,15,0,0,0.72,8.0,1,1,1,1,101.76024439056127,0.6890657644999654,0.8596055594120433
4,5,1,2,6,1,150,0,0,1,0.72,48.0,0,0,1,0,61.548199526278864,0.545582463590972,0.3128413605661512
1,5,3,1,5,1,90,20,1,0,0.82,8.0,1,0,0,0,212.18128037378665,0.6032456639116424,0.1692269904420428
5,3,5,2,7,1,180,20,1,0,0.86,4.0,1,1,0,0,110.24397432213931,0.6204653285960771,0.44006340987970083
3,2,1,5,4,1,90,10,1,1,0.72,24.0,0,1,0,1,89.3283728773416,0.7403866270078789,0.6077251846943429
1,3,1,3,1,1,120,10,0,1,0.82,48.0,1,1,0,0,135.29711298888958,0.7962688298120509,0.44445925723908286
4,5,3,5,8,1,90,20,0,1,0.86,3.0,1,1,1,1,59.80418659100099,0.5606117615690253,0.8406266344175022
5,2,1,2,6,0,180,45,1,0,0.82,96.0,1,0,0,1,62.699456088574024,0.696321039640761,0.2530571646175294
3,5,5,5,3,1,60,20,0,0,0.86,12.0,1,1,1,0,33.4463862760027,0.5412379993323164,0.6344109308974064
2,5,4,4,1,1,45,20,0,0,0.82,48.0,1,0,0,1,64.21777622305788,0.6502203923833897,0.25729642334853464
2,4,5,2,6,0,75,20,0,0,0.72,12.0,1,1,1,1,80.2665910154429,0.5679403231076838,0.8537552380594241
5,4,4,4,2,1,180,15,0,0,0.82,48.0,1,1,1,1,104.66897088692323,0.5396610639441516,0.8720030394485249
4,1,2,1,7,0,150,15,0,1,0.86,48.0,1,0,0,0,7.851614504100437,0.6645196550695751,0.028718033814530034
1,2,5,5,5,1,180,15,0,0,0.86,8.0,1,1,0,1,112.84619576464732,0.48784437063495,0.6410816912319851
2,1,5,3,6,1,45,60,1,0,0.72,24.0,1,1,0,1,161.83942966844765,0.8287919129498874,0.6498775192058063
4,3,4,1,7,1,30,20,0,0,0.82,96.0,0,1,0,0,78.63667355682742,0.5954619505182949,0.4207421125016043
3,5,3,2,2,0,180,0,1,0,0.72,72.0,1,0,0,1,49.914838301880124,0.5936129616495447,0.25172365155245197
5,2,1,4,0,1,90,15,1,1,0.82,3.0,1,1,1,0,104.64369722656852,0.7217022810977327,0.669243305140871
4,4,2,1,5,0,75,60,0,0,0.72,96.0,1,0,0,1,57.15056520450538,0.5208680693619834,0.2616396119476648
5,1,3,4,1,0,75,0,1,1,0.82,1.5,1,1,0,0,43.798324731428075,0.7424988131147241,0.3872239662362547
1,4,2,2,3,0,30,60,0,1,0.72,8.0,0,1,0,0,42.21633038737953,0.8479615369924315,0.37878691266878284
2,3,3,1,6,1,90,30,0,1,0.82,24.0,1,1,0,1,28.15960556390493,0.6914522830818669,0.570371410560206
1,5,5,3,0,1,120,45,0,0,0.72,1.5,1,1,1,1,81.90734310577805,0.6892492924926499,0.8463574449293666
1,1,3,2,0,0,150,45,0,0,0.72,1.5,1,0,0,0,62.90932518400413,0.7990267650760973,0.05600767656734262
5,4,5,3,3,0,60,30,0,0,0.86,8.0,1,1,1,0,72.51692188765973,0.6213101280039313,0.6548529056314981
3,4,2,3,4,0,90,60,0,0,0.86,2.0,0,1,1,0,117.90184718357489,0.6714533623251946,0.6815994960929531
3,2,2,1,7,1,90,10,0,0,0.82,12.0,1,1,0,1,16.226663712218457,0.7358709343440257,0.5593068104040639
5,2,3,4,7,0,180,45,0,1,0.72,3.0,1,1,1,1,47.697785409249875,0.5605193594240179,0.8325621684464855
3,1,2,1,1,0,180,60,0,0,0.72,24.0,1,0,0,0,43.63701191814822,0.8689467901395689,0.03826506596899566
1,2,4,4,2,0,180,45,1,1,0.72,72.0,1,1,0,0,65.37358400404216,0.7376685313300282,0.40194559214292613
4,5,3,1,0,1,150,0,0,0,0.86,72.0,0,1,0,0,33.45618209386148,0.8908669244212579,0.3699434366864196
5,1,3,4,0,0,45,0,1,0,0.82,48.0,0,0,0,0,87.81653015410434,0.8305069046329453,0.07040887011176339
1,3,5,2,1,1,60,60,1,1,0.72,8.0,1,1,1,1,50.147401503389275,0.7130072747640183,0.8235210917687783
4,2,5,3,4,1,180,60,0,1,0.86,2.0,1,1,0,0,19.783535325334846,0.5574557102648912,0.3841671238316809
3,4,2,4,8,1,75,60,1,0,0.86,8.0,1,1,0,1,103.97864269280382,0.5329254805208898,0.6320143114920735
3,3,2,2,1,1,60,10,0,0,0.86,3.0,1,0,0,0,12.80108239796833,0.7992461108141847,0.022586827174985957
2,4,1,4,6,1,90,60,0,0,0.72,12.0,1,1,1,0,25.38829646147099,0.745686728631715,0.614727459970094
3,3,4,5,5,0,180,20,0,1,0.82,3.0,1,1,0,1,179.94086447025512,0.6281960662566851,0.6759868516755355
1,4,4,3,7,1,90,20,1,0,0.82,24.0,0,1,0,0,44.01840796251158,0.468701906069063,0.4065364718835067
2,2,1,4,1,1,90,10,0,0,0.72,3.0,1,0,0,1,74.63446212319182,0.7031609936222619,0.2605350385285696
4,2,1,1,8,0,45,15,1,0,0.72,96.0,1,0,0,0,30.133015255913495,0.5923926804031894,0.04862118920905241
4,2,4,1,0,1,75,60,0,0,0.82,48.0,1,0,0,0,46.62848749956983,0.714713734533784,0.05105569691568168
5,5,5,3,6,1,75,30,0,0,0.82,4.0,1,1,0,1,29.965796128569885,0.5722453751566201,0.5799200211580832
3,1,2,4,6,1,45,60,0,0,0.86,24.0,1,1,0,0,75.52227326024406,0.8760124896432082,0.3990273078984715
3,5,3,5,3,0,180,15,1,0,0.72,4.0,1,1,0,1,200.69749743936904,0.4614198712006382,0.7014989406422014
4,4,5,3,3,0,120,20,0,1,0.86,24.0,1,1,0,1,50.36313207598995,0.6396500255250496,0.5887999195972399
2,2,3,1,4,0,180,20,1,0,0.72,48.0,1,0,1,0,183.4565855089602,0.6960882312491958,0.38357821415186305
1,3,5,1,6,1,180,30,0,1,0.72,2.0,1,1,0,1,35.272660972347865,0.7225522008556462,0.5729364532550034
5,4,2,3,7,0,60,30,0,1,0.72,4.0,0,1,1,1,40.68500008457968,0.660573805049377,0.8208831670362635
2,4,1,4,2,0,120,30,0,1,0.72,2.0,1,0,1,0,87.7459249743108,0.7278571733350013,0.3175472811827571
5,4,3,4,1,1,180,20,0,1,0.72,12.0,1,0,0,0,35.40888132287289,0.4331536074307121,0.06328516836176543
1,1,5,3,5,1,180,0,0,1,0.86,72.0,1,1,0,1,35.18509336771901,0.6643901083316464,0.5769494213285975
3,3,2,2,2,1,60,15,0,0,0.82,2.0,1,0,1,0,107.99010687766022,0.8293742588797709,0.32393720646352286
2,3,2,2,8,0,60,20,1,0,0.86,4.0,1,0,0,0,26.618554583552857,0.7190232715694191,0.03741407404584257
2,5,1,5,2,0,75,10,0,0,0.72,3.0,1,1,0,1,88.67286951675713,0.5372873726192501,0.6215051302611573
3,2,1,3,1,0,90,45,0,0,0.86,3.0,0,1,0,1,82.70320660566469,0.7245091035769966,0.6044198338200534
5,3,5,3,3,1,75,30,0,0,0.82,4.0,1,0,0,1,65.24259917743451,0.7265270406371405,0.25263817327368987
5,5,5,4,3,0,120,10,0,0,0.72,8.0,1,1,1,1,92.65880445848344,0.5179704940708793,0.865514601720694
2,4,2,1,7,1,180,20,0,1,0.86,24.0,0,1,0,1,25.768970549235046,0.596113683188178,0.5754513558763176
4,3,1,3,3,0,120,0,0,1,0.86,4.0,1,1,0,0,75.60751649753743,0.6534250811157354,0.4146652553202569
3,2,2,1,8,1,45,30,1,0,0.82,96.0,1,1,0,0,23.908215904307045,0.7083292951826944,0.37635575994008275
2,3,3,1,1,0,60,30,0,0,0.82,24.0,1,0,0,1,88.10057535855712,0.8355133072475662,0.2602477853983751
5,5,1,4,1,1,45,0,0,1,0.86,24.0,1,0,1,1,90.38157594853674,0.6661674094856722,0.5136226653016941
3,1,2,4,3,1,30,45,0,1,0.82,72.0,1,1,1,0,236.92740834065148,0.8442731791947834,0.7488524830167995
1,1,5,2,0,1,30,45,0,1,0.86,72.0,1,0,0,0,69.46307070155095,0.7061640506362459,0.06687723025649676
3,2,1,3,4,1,180,45,0,0,0.72,96.0,1,0,0,1,51.35019159657904,0.7315532262918604,0.2430247352239558
3,5,5,5,8,1,45,30,1,0,0.82,8.0,1,1,1,0,149.22663382207645,0.5432188150419913,0.7114591054951117
2,1,3,2,7,1,180,30,0,0,0.82,96.0,0,0,0,0,127.05063416564768,0.8451940328910503,0.09553684047472494
3,3,1,3,2,0,30,45,1,0,0.72,3.0,1,1,0,1,119.76132575620335,0.7796179553096959,0.6252676269657902
2,2,4,1,2,1,150,0,0,1,0.72,48.0,1,1,0,0,61.42203527507931,0.586299351590526,0.40990706890538275
2,5,5,1,4,1,75,15,0,0,0.86,72.0,1,1,0,1,43.84316701644333,0.6220670306187497,0.5856840858676498
3,2,3,4,4,0,90,20,1,0,0.86,72.0,1,0,1,0,55.659401840963426,0.6998904136166065,0.2981139389408132
5,1,5,5,8,0,30,15,1,0,0.86,3.0,1,0,0,1,102.65717531277292,0.7440747198687228,0.27635288648437134
5,2,5,3,2,1,150,15,0,0,0.82,96.0,1,0,0,1,132.38951070674543,0.7232869055019173,0.29762959041936277
3,4,2,2,1,1,60,15,0,0,0.82,48.0,1,1,0,0,99.30117135513179,0.8858847109965982,0.41418885113365933
2,3,4,1,7,1,120,60,0,0,0.82,96.0,1,0,0,0,56.34112518778326,0.7325335961220469,0.05628339839664556
4,4,4,4,5,0,30,0,0,1,0.86,3.0,1,1,1,1,81.38874531069537,0.5334474305249334,0.8569178434037182
2,4,5,3,5,1,45,30,1,0,0.82,4.0,1,1,0,1,118.9796555768325,0.6139312852407842,0.6363445804177001
1,5,4,2,1,1,180,45,0,0,0.86,48.0,1,1,0,1,116.96339707689171,0.6435225819788051,0.6329290173127448
4,2,5,4,8,1,30,60,0,1,0.72,2.0,1,1,0,1,70.83900857676602,0.5923746008039192,0.6057597836615697
1,3,1,5,3,0,120,45,0,1,0.86,12.0,1,1,0,0,101.82117575982686,0.6227201383165967,0.4342903741577228
4,5,1,5,7,1,90,30,0,0,0.82,72.0,1,1,0,0,63.69592437368044,0.53175517366079,0.41524108742619836
1,2,2,4,1,0,90,20,0,0,0.86,96.0,1,0,0,0,60.697492904198,0.6962796464850635,0.061725420015510894
3,4,4,4,2,1,150,20,0,0,0.72,48.0,0,1,0,0,153.46041157624103,0.6735625347355799,0.46515756361933674
4,2,2,5,3,1,120,45,1,0,0.72,2.0,1,0,0,1,96.72223040329338,0.5722634403609363,0.28442304611026337
5,5,1,3,1,1,120,0,0,0,0.72,8.0,1,0,1,1,33.64355224617934,0.7633567299393638,0.4689940637350308
4,1,4,2,7,1,120,20,0,1,0.82,72.0,1,1,0,0,45.17582750370629,0.6688299984179982,0.39329911844654436
3,5,5,5,0,1,180,15,1,0,0.86,3.0,1,1,1,1,164.61855887797833,0.5807819200377053,0.9090909715160128
4,5,2,2,8,0,90,60,0,0,0.86,2.0,0,1,0,0,48.644172522457836,0.7571923848623712,0.38942598140793927
4,5,3,4,7,1,150,60,1,0,0.72,48.0,0,1,1,0,45.32718426961385,0.6417751007664726,0.6352938657927563
4,5,1,1,3,1,150,20,1,0,0.72,72.0,1,1,1,1,43.70187620193541,0.8515373496935099,0.8095269696560778
3,1,2,2,2,1,75,30,0,0,0.72,8.0,1,1,0,0,55.12268250350392,0.8722163866889584,0.38569330793410883
4,5,3,1,2,0,60,20,0,0,0.72,48.0,0,1,0,0,30.79265365439168,0.6233103891097436,0.38689670853191244
5,2,5,2,0,1,180,20,0,0,0.86,72.0,1,1,0,1,38.56890894962592,0.7478996518888087,0.5733596303342008
4,1,5,1,5,1,180,45,1,1,0.86,96.0,1,0,1,1,23.7248423895032,0.8101464914066386,0.45910630719453743
3,2,4,1,7,1,30,20,0,0,0.86,72.0,1,1,0,0,178.19585618305777,0.7108747559085291,0.47903600454177486
1,3,2,2,2,1,90,45,1,1,0.86,3.0,1,0,1,1,69.52199804773029,0.7796454303572231,0.49177281857348126
4,1,3,4,3,1,150,15,0,1,0.72,1.5,0,1,1,0,79.83371322923853,0.5447851442569347,0.6650875153881737
1,4,2,4,6,1,60,10,0,0,0.82,1.5,1,0,0,1,89.62743481332903,0.6029036706702274,0.2775483662619701
2,2,1,5,2,0,30,20,1,0,0.82,72.0,1,1,1,0,90.74972765680907,0.7853944423217811,0.6555222074753481
4,2,5,3,3,0,45,20,1,0,0.86,3.0,1,1,0,0,80.81427760963774,0.5314780393800581,0.4266727223164878
5,3,1,4,7,1,180,15,1,0,0.86,48.0,1,1,0,0,68.55412184244624,0.7338066709136772,0.40433628093100676
2,3,1,5,7,0,150,30,0,0,0.82,1.5,1,0,0,0,151.22393606166762,0.7520686888093481,0.1181711491577907
4,5,1,1,4,1,90,45,1,0,0.82,96.0,1,0,0,0,8.430598903614742,0.7500577812263854,0.023116354583229515
2,5,4,4,5,1,180,20,1,0,0.86,72.0,1,1,1,1,133.47150771990707,0.47566228188671184,0.8956846454145349
1,1,1,3,6,1,30,30,0,0,0.72,96.0,0,1,0,0,68.25428489944298,0.7091542374134092,0.40586205998069
3,5,5,3,2,1,90,45,0,0,0.82,72.0,1,1,0,0,42.81864798701653,0.8418040003170391,0.37961948530248496
3,5,3,5,4,1,150,60,1,1,0.86,2.0,0,0,1,1,74.90897565610703,0.5400417145682488,0.5121363970842939
2,1,3,4,0,0,90,60,0,0,0.72,3.0,1,1,0,0,41.08137386712769,0.8192872309759293,0.3800374764097701
1,3,4,1,4,1,75,0,0,0,0.86,4.0,1,0,0,0,14.761903719326893,0.7397854487939196,0.02805628773064356
1,3,1,5,4,1,180,20,0,0,0.72,72.0,1,1,0,0,19.284327011071,0.697977224789992,0.3739978122720813
5,4,5,5,4,1,150,60,0,0,0.82,48.0,1,0,0,0,50.752226586840536,0.7465454853791584,0.05157663374801927
5,3,2,3,6,1,120,10,1,1,0.86,24.0,1,1,0,0,58.2994102937042,0.7820419440173602,0.39412333744792094
2,1,1,5,3,1,150,20,0,0,0.72,3.0,0,0,1,1,68.39674230967837,0.5510091996587203,0.5070271842303419
4,4,1,2,8,0,75,0,0,0,0.82,24.0,1,0,1,1,104.6532621042872,0.574526434075987,0.529551991017539
